PdfType: replica
Format: lhagrid1
---
1.0000e-03 1.1091e-02 2.1182e-02 3.1273e-02 4.1364e-02 5.1455e-02 6.1545e-02 7.1636e-02 8.1727e-02 9.1818e-02 1.0191e-01 1.1200e-01 1.2209e-01 1.3218e-01 1.4227e-01 1.5236e-01 1.6245e-01 1.7255e-01 1.8264e-01 1.9273e-01 2.0282e-01 2.1291e-01 2.2300e-01 2.3309e-01 2.4318e-01 2.5327e-01 2.6336e-01 2.7345e-01 2.8355e-01 2.9364e-01 3.0373e-01 3.1382e-01 3.2391e-01 3.3400e-01 3.4409e-01 3.5418e-01 3.6427e-01 3.7436e-01 3.8445e-01 3.9455e-01 4.0464e-01 4.1473e-01 4.2482e-01 4.3491e-01 4.4500e-01 4.5509e-01 4.6518e-01 4.7527e-01 4.8536e-01 4.9545e-01 5.0555e-01 5.1564e-01 5.2573e-01 5.3582e-01 5.4591e-01 5.5600e-01 5.6609e-01 5.7618e-01 5.8627e-01 5.9636e-01 6.0645e-01 6.1655e-01 6.2664e-01 6.3673e-01 6.4682e-01 6.5691e-01 6.6700e-01 6.7709e-01 6.8718e-01 6.9727e-01 7.0736e-01 7.1745e-01 7.2755e-01 7.3764e-01 7.4773e-01 7.5782e-01 7.6791e-01 7.7800e-01 7.8809e-01 7.9818e-01 8.0827e-01 8.1836e-01 8.2845e-01 8.3855e-01 8.4864e-01 8.5873e-01 8.6882e-01 8.7891e-01 8.8900e-01 8.9909e-01 9.0918e-01 9.1927e-01 9.2936e-01 9.3945e-01 9.4955e-01 9.5964e-01 9.6973e-01 9.7982e-01 9.8991e-01 1.0000e+00
1.0000e+00 1.1242e+00 1.2638e+00 1.4208e+00 1.4300e+00 1.5973e+00 1.7957e+00 2.0188e+00 2.2695e+00 2.5514e+00 2.8683e+00 3.2246e+00 3.6251e+00 4.0754e+00 4.3000e+00 4.5816e+00 5.1507e+00 5.7904e+00 6.5097e+00 7.3182e+00 8.2272e+00 9.2491e+00 1.0398e+01 1.1690e+01 1.3141e+01 1.4774e+01 1.6609e+01 1.8672e+01 2.0991e+01 2.3598e+01 2.6529e+01 2.9825e+01 3.3529e+01 3.7694e+01 4.2376e+01 4.7639e+01 5.3557e+01 6.0209e+01 6.7688e+01 7.6095e+01 8.5547e+01 9.6172e+01 1.0812e+02 1.2155e+02 1.3664e+02 1.5362e+02 1.7270e+02 1.7290e+02 1.9415e+02 2.1826e+02 2.4538e+02 2.7585e+02 3.1012e+02 3.4864e+02 3.9194e+02 4.4062e+02 4.9535e+02 5.5688e+02 6.2605e+02 7.0381e+02 7.9123e+02 8.8951e+02 1.0000e+03
-5 -4 -3 -2 -1 21  1  2  3  4  5
 0.00000e+00  0.00000e+00  2.52206e-05  4.85988e-04 -1.57296e-04  4.08829e-04 -6.92062e-03  4.22441e-04  3.58071e-04  0.00000e+00  0.00000e+00 
 0.00000e+00  0.00000e+00  1.03651e-05  6.16049e-04 -2.95307e-04  5.29871e-04 -7.45750e-03  7.26293e-04  3.31755e-04  0.00000e+00  0.00000e+00 
 0.00000e+00  0.00000e+00 -1.07734e-05  7.28474e-04 -4.31596e-04  8.41420e-04 -7.95467e-03  1.01087e-03  2.99253e-04  0.00000e+00  0.00000e+00 
 0.00000e+00  0.00000e+00 -3.60781e-05  8.27280e-04 -5.65277e-04  1.31745e-03 -8.41829e-03  1.27970e-03  2.62743e-04  0.00000e+00  0.00000e+00 
 0.00000e+00  5.72991e-19 -3.75582e-05  8.32375e-04 -5.72535e-04  1.34794e-03 -8.44288e-03  1.29407e-03  2.60652e-04  5.72991e-19  0.00000e+00 
 0.00000e+00 -3.02473e-05 -6.29142e-05  9.15525e-04 -6.94015e-04  1.89526e-03 -8.84746e-03  1.53768e-03  2.24888e-04 -3.02473e-05  0.00000e+00 
 0.00000e+00 -6.39937e-05 -9.15629e-05  9.95900e-04 -8.20189e-04  2.58944e-03 -9.25451e-03  1.78622e-03  1.85364e-04 -6.39937e-05  0.00000e+00 
 0.00000e+00 -9.88989e-05 -1.21455e-04  1.06974e-03 -9.43728e-04  3.39091e-03 -9.64215e-03  2.02644e-03  1.44755e-04 -9.88989e-05  0.00000e+00 
 0.00000e+00 -1.34482e-04 -1.52111e-04  1.13809e-03 -1.06452e-03  4.28991e-03 -1.00123e-02  2.25927e-03  1.03547e-04 -1.34482e-04  0.00000e+00 
 0.00000e+00 -1.70381e-04 -1.83170e-04  1.20178e-03 -1.18253e-03  5.27792e-03 -1.03665e-02  2.48551e-03  6.21061e-05 -1.70381e-04  0.00000e+00 
 0.00000e+00 -2.06322e-04 -2.14359e-04  1.26148e-03 -1.29774e-03  6.34741e-03 -1.07062e-02  2.70581e-03  2.07074e-05 -2.06322e-04  0.00000e+00 
 0.00000e+00 -2.42099e-04 -2.45467e-04  1.31775e-03 -1.41018e-03  7.49169e-03 -1.10326e-02  2.92072e-03 -2.04405e-05 -2.42099e-04  0.00000e+00 
 0.00000e+00 -2.77552e-04 -2.76334e-04  1.37105e-03 -1.51988e-03  8.70474e-03 -1.13467e-02  3.13072e-03 -6.11794e-05 -2.77552e-04  0.00000e+00 
